2025-06-11 11:06:57,172 - sigicom_noise_uploader - INFO - Requesting data from url: https://sigicom.infralogin.com/api/v1/sensor/116946/search/d11bf509-4ff1-494b-bc5d-0455a822baeb/data
2025-06-11 11:07:19,845 - sigicom_noise_uploader - INFO - Requesting data from url: https://sigicom.infralogin.com/api/v1/sensor/116946/search/2d91b5d6-76ec-4d55-885e-a36dc3ec534b/data
2025-06-11 11:08:18,731 - sigicom_noise_uploader - DEBUG - Requesting search url: https://sigicom.infralogin.com/api/v1/sensor/116946/search
2025-06-11 11:08:18,732 - sigicom_noise_uploader - DEBUG - {'datetime_from': '2025-05-28 00:00', 'datetime_to': '2025-05-28 05:00', 'data_types': {'transient': False, 'interval': True}, 'aggregator': 1, 'timezone': 'America/New_York'}
2025-06-11 11:08:19,200 - sigicom_noise_uploader - INFO - Requesting data from url: https://sigicom.infralogin.com/api/v1/sensor/116946/search/4ce2df94-eda5-4177-953a-3132e5378b30/data
2025-06-11 11:10:03,598 - sigicom_noise_uploader - DEBUG - Requesting search url: https://sigicom.infralogin.com/api/v1/sensor/116946/search
2025-06-11 11:10:03,598 - sigicom_noise_uploader - DEBUG - {'datetime_from': '2025-05-28 00:00', 'datetime_to': '2025-05-28 05:00', 'data_types': {'transient': False, 'interval': True}, 'aggregator': 1, 'timezone': 'America/New_York'}
2025-06-11 11:10:04,067 - sigicom_noise_uploader - INFO - Requesting data from url: https://sigicom.infralogin.com/api/v1/sensor/116946/search/7f9fbc02-1664-4621-88d7-d07e386a8ca1/data
2025-06-11 11:10:35,960 - sigicom_noise_uploader - DEBUG - Requesting search url: https://sigicom.infralogin.com/api/v1/sensor/116946/search
2025-06-11 11:10:35,960 - sigicom_noise_uploader - DEBUG - {'datetime_from': '2025-05-28 00:00', 'datetime_to': '2025-05-28 05:00', 'data_types': {'transient': False, 'interval': True}, 'aggregator': 1, 'timezone': 'America/New_York'}
2025-06-11 11:10:36,425 - sigicom_noise_uploader - INFO - Requesting data from url: https://sigicom.infralogin.com/api/v1/sensor/116946/search/fcce108d-0561-441b-ab49-da3fa9eedac2/data
2025-06-11 11:10:36,720 - sigicom_noise_uploader - DEBUG - {"transients": [], "transient_url": "/api/v1/sensor/116946/search/fcce108d-0561-441b-ab49-da3fa9eedac2/data/transient/", "sios": [], "meta": {"url": "http://sigicom.infralogin.com/api/v1/sensor/116946/search", "timezone": "America/New_York", "timestamp_to": 1748422800, "timestamp_from": 1748404800, "state": "running", "raw": {"url": "http://sigicom.infralogin.com/api/v1/sensor/116946/search", "timezone": "America/New_York", "id": "fcce108d-0561-441b-ab49-da3fa9eedac2", "devices": [{"type": "C50", "serial": 116946}], "datetime_to": "2025-05-28 05:00", "datetime_from": "2025-05-28 00:00", "data_types": {"transient": false, "monon": false, "interval": true, "blast": false}, "aggregator": 1}, "measure_points": [{"sensor_type": "C50", "id": "116946", "channels": {"spectrum": {"active": true}, "LAeq-rolling": {"active": true}, "LAeq-accumulated": {"active": true}, "LAeq": {"active": true}, "LAS": {"active": true}, "LAF": {"active": true}, "L90": {"active": true}, "L50": {"active": true}, "L10": {"active": true}}, "aggregator": 1}], "id": "fcce108d-0561-441b-ab49-da3fa9eedac2", "devices": [{"type": "C50", "timestamp_to": 1748422800, "timestamp_from": 1748404800, "serial": 116946, "infra_timestamp_to": 26271350784000, "infra_timestamp_from": 26270760960000}], "datetime_to": "2025-05-28 05:00", "datetime_from": "2025-05-28 00:00", "data_types": {"transient": false, "monon": false, "interval": true, "blast": false}, "created_at": "2025-06-11 11:10:36", "company_id": 172, "aggregator": 1}, "intervals": [], "blasts": [], "self_url": "/api/v1/sensor/116946/search/fcce108d-0561-441b-ab49-da3fa9eedac2/data"}
2025-06-11 11:12:39,117 - sigicom_noise_uploader - DEBUG - Requesting search url: https://sigicom.infralogin.com/api/v1/sensor/116946/search
2025-06-11 11:12:39,117 - sigicom_noise_uploader - DEBUG - {'datetime_from': '2025-05-28 00:00', 'datetime_to': '2025-05-28 05:00', 'data_types': {'transient': False, 'interval': True}, 'aggregator': 1, 'timezone': 'America/New_York'}
2025-06-11 11:12:39,696 - sigicom_noise_uploader - INFO - Requesting data from url: https://sigicom.infralogin.com/api/v1/sensor/116946/search/3d41ec89-944f-4d7c-9029-b455000e1a0b/data
2025-06-11 11:12:40,006 - sigicom_noise_uploader - DEBUG - Requesting search url: https://sigicom.infralogin.com/api/v1/sensor/116946/search
2025-06-11 11:12:40,006 - sigicom_noise_uploader - DEBUG - {'datetime_from': '2025-05-28 05:00', 'datetime_to': '2025-05-28 10:00', 'data_types': {'transient': False, 'interval': True}, 'aggregator': 1, 'timezone': 'America/New_York'}
2025-06-11 11:12:40,461 - sigicom_noise_uploader - INFO - Requesting data from url: https://sigicom.infralogin.com/api/v1/sensor/116946/search/df05dcf2-2629-492a-bdda-4d18ec8c51a4/data
2025-06-11 11:12:40,756 - sigicom_noise_uploader - DEBUG - Requesting search url: https://sigicom.infralogin.com/api/v1/sensor/116946/search
2025-06-11 11:12:40,756 - sigicom_noise_uploader - DEBUG - {'datetime_from': '2025-05-28 10:00', 'datetime_to': '2025-05-28 15:00', 'data_types': {'transient': False, 'interval': True}, 'aggregator': 1, 'timezone': 'America/New_York'}
2025-06-11 11:12:41,215 - sigicom_noise_uploader - INFO - Requesting data from url: https://sigicom.infralogin.com/api/v1/sensor/116946/search/f73ca738-6dea-4d73-827f-2e5cb5a2c243/data
2025-06-11 11:12:41,519 - sigicom_noise_uploader - DEBUG - Requesting search url: https://sigicom.infralogin.com/api/v1/sensor/116946/search
2025-06-11 11:12:41,519 - sigicom_noise_uploader - DEBUG - {'datetime_from': '2025-05-28 15:00', 'datetime_to': '2025-05-28 20:00', 'data_types': {'transient': False, 'interval': True}, 'aggregator': 1, 'timezone': 'America/New_York'}
2025-06-11 11:12:41,984 - sigicom_noise_uploader - INFO - Requesting data from url: https://sigicom.infralogin.com/api/v1/sensor/116946/search/94e8f3ac-9994-4a7e-8e33-70f9391d9a0e/data
2025-06-11 11:12:42,280 - sigicom_noise_uploader - DEBUG - Requesting search url: https://sigicom.infralogin.com/api/v1/sensor/116946/search
2025-06-11 11:12:42,280 - sigicom_noise_uploader - DEBUG - {'datetime_from': '2025-05-28 20:00', 'datetime_to': '2025-05-29 01:00', 'data_types': {'transient': False, 'interval': True}, 'aggregator': 1, 'timezone': 'America/New_York'}
2025-06-11 11:12:42,738 - sigicom_noise_uploader - INFO - Requesting data from url: https://sigicom.infralogin.com/api/v1/sensor/116946/search/ed93119f-804a-4fd9-94f6-56d0bcbc48fe/data
2025-06-11 11:12:43,041 - sigicom_noise_uploader - DEBUG - Requesting search url: https://sigicom.infralogin.com/api/v1/sensor/116946/search
2025-06-11 11:12:43,041 - sigicom_noise_uploader - DEBUG - {'datetime_from': '2025-05-29 01:00', 'datetime_to': '2025-05-29 06:00', 'data_types': {'transient': False, 'interval': True}, 'aggregator': 1, 'timezone': 'America/New_York'}
2025-06-11 11:12:43,513 - sigicom_noise_uploader - INFO - Requesting data from url: https://sigicom.infralogin.com/api/v1/sensor/116946/search/2a0caf80-695f-4533-8129-0977d5edd1d6/data
2025-06-11 11:12:43,831 - sigicom_noise_uploader - DEBUG - Requesting search url: https://sigicom.infralogin.com/api/v1/sensor/116946/search
2025-06-11 11:12:43,831 - sigicom_noise_uploader - DEBUG - {'datetime_from': '2025-05-29 06:00', 'datetime_to': '2025-05-29 11:00', 'data_types': {'transient': False, 'interval': True}, 'aggregator': 1, 'timezone': 'America/New_York'}
2025-06-11 11:12:44,289 - sigicom_noise_uploader - INFO - Requesting data from url: https://sigicom.infralogin.com/api/v1/sensor/116946/search/3a1b7eaf-29fe-4956-8775-500a0c2b10b5/data
2025-06-11 11:12:44,594 - sigicom_noise_uploader - DEBUG - datetime,LAS,L90,L50,L10,LAeq
2025-05-29 10:50:00,82.67,51.6,63.8,73.2,70.68
2025-05-29 10:51:00,88.97,60.2,73.0,80.8,77.45
2025-05-29 10:52:00,84.08,56.0,67.0,78.8,74.39
2025-05-29 10:53:00,72.18,48.4,56.2,64.2,60.89
2025-05-29 10:54:00,69.33,48.4,53.8,61.2,57.44
2025-05-29 10:55:00,65.69,46.8,52.6,58.2,55.52
2025-05-29 10:56:00,72.12,52.6,59.2,66.2,62.18
2025-05-29 10:57:00,74.29,52.2,62.2,71.2,66.08
2025-05-29 10:58:00,74.21,48.6,57.8,67.8,63.66
2025-05-29 10:59:00,60.37,46.2,52.2,57.0,53.64
2025-05-29 11:00:00,70.19,47.0,52.0,61.0,58.19
2025-06-11 11:12:44,594 - sigicom_noise_uploader - INFO - Connecting to ftp.eagle.io with frog-moon-voice
2025-06-11 11:12:46,452 - sigicom_noise_uploader - INFO - 226 Transfer complete for STOR device_data.csv
2025-06-11 11:12:46,458 - sigicom_noise_uploader - DEBUG - Requesting search url: https://sigicom.infralogin.com/api/v1/sensor/116946/search
2025-06-11 11:12:46,458 - sigicom_noise_uploader - DEBUG - {'datetime_from': '2025-05-29 11:00', 'datetime_to': '2025-05-29 16:00', 'data_types': {'transient': False, 'interval': True}, 'aggregator': 1, 'timezone': 'America/New_York'}
2025-06-11 11:12:46,921 - sigicom_noise_uploader - INFO - Requesting data from url: https://sigicom.infralogin.com/api/v1/sensor/116946/search/853e4fc0-98fd-47d6-9bd9-18542fe220ce/data
2025-06-11 11:12:47,222 - sigicom_noise_uploader - DEBUG - datetime,LAS,L90,L50,L10,LAeq
2025-05-29 11:01:00,60.55,50.2,53.6,56.2,54.6
2025-05-29 13:04:00,63.03,45.8,51.0,61.2,55.3
2025-05-29 13:05:00,66.64,47.8,57.6,62.8,59.37
2025-05-29 13:06:00,69.01,49.2,57.2,63.2,59.49
2025-05-29 13:07:00,62.0,46.2,52.0,58.0,54.38
2025-05-29 13:08:00,66.74,46.6,52.4,57.2,55.02
2025-05-29 13:09:00,63.64,48.2,54.0,59.4,55.93
2025-05-29 13:10:00,54.1,45.4,47.2,50.2,48.02
2025-05-29 13:11:00,60.29,43.8,45.6,52.0,48.95
2025-05-29 13:12:00,50.7,43.6,45.4,46.8,45.63
2025-05-29 13:13:00,52.84,43.8,45.0,49.4,46.66
2025-05-29 13:14:00,51.81,44.2,45.4,47.8,46.15
2025-05-29 13:15:00,55.03,43.2,44.2,49.0,46.16
2025-05-29 13:16:00,49.05,43.2,44.4,46.4,44.86
2025-05-29 13:17:00,50.15,43.2,44.4,47.4,45.34
2025-05-29 13:18:00,57.72,43.8,45.0,49.2,47.43
2025-05-29 13:19:00,54.31,44.8,46.8,50.6,48.07
2025-05-29 13:20:00,55.3,44.0,46.4,51.2,48.22
2025-05-29 13:21:00,57.61,44.0,46.6,52.0,48.83
2025-05-29 13:22:00,72.15,45.0,48.2,56.6,56.8
2025-05-29 13:23:00,61.37,44.4,46.6,53.0,50.01
2025-05-29 13:24:00,59.05,44.8,47.6,52.6,49.79
2025-05-29 13:25:00,55.98,43.4,45.2,48.2,46.54
2025-05-29 13:26:00,56.76,46.0,48.6,53.0,49.99
2025-05-29 13:27:00,67.22,48.6,52.4,57.8,55.89
2025-05-29 13:28:00,63.17,48.2,51.6,57.4,54.49
2025-05-29 13:29:00,60.87,49.8,52.8,56.6,53.41
2025-05-29 13:30:00,61.55,49.4,52.2,55.4,53.24
2025-05-29 13:31:00,60.98,49.0,51.4,54.6,52.64
2025-05-29 13:32:00,60.43,43.8,47.8,56.0,51.56
2025-05-29 13:33:00,51.5,43.2,46.4,48.8,46.8
2025-05-29 13:34:00,59.12,44.0,46.6,52.2,49.02
2025-05-29 13:35:00,62.41,46.0,49.2,53.0,51.01
2025-05-29 13:36:00,61.89,45.2,48.4,54.4,51.34
2025-05-29 13:37:00,55.72,44.4,46.8,51.8,48.56
2025-05-29 13:38:00,66.97,45.0,48.0,59.4,55.99
2025-05-29 13:39:00,61.88,45.0,48.6,57.6,52.71
2025-05-29 13:40:00,57.16,43.8,47.0,51.4,48.62
2025-05-29 13:41:00,57.0,43.6,45.6,49.6,47.53
2025-05-29 13:42:00,60.67,44.0,46.4,53.4,50.04
2025-05-29 13:43:00,61.93,45.4,49.2,56.6,52.41
2025-05-29 13:44:00,59.95,44.4,52.4,57.2,53.61
2025-05-29 13:45:00,65.85,44.2,54.0,62.8,58.32
2025-05-29 13:46:00,60.44,44.2,51.6,57.6,53.53
2025-05-29 13:47:00,63.75,45.4,49.0,59.6,53.72
2025-05-29 13:48:00,57.27,48.6,52.8,55.2,53.01
2025-05-29 13:49:00,59.87,49.4,52.2,55.4,53.34
2025-05-29 13:50:00,58.32,50.6,53.0,56.0,53.55
2025-05-29 13:51:00,57.25,44.8,51.4,55.0,52.12
2025-05-29 13:52:00,58.72,50.2,53.6,56.2,53.9
2025-05-29 13:53:00,58.15,50.4,53.6,56.4,54.17
2025-05-29 13:54:00,61.85,48.6,52.2,57.4,53.86
2025-05-29 13:55:00,59.04,49.2,51.8,56.6,53.35
2025-05-29 13:56:00,58.08,48.6,52.6,56.0,53.25
2025-05-29 13:57:00,57.34,43.6,44.8,51.8,48.15
2025-05-29 13:58:00,57.42,43.8,46.4,53.4,49.39
2025-05-29 13:59:00,59.74,44.2,48.4,55.4,51.74
2025-05-29 14:00:00,57.56,44.0,47.0,51.4,48.57
2025-05-29 14:01:00,59.08,43.2,46.4,54.0,49.9
2025-05-29 14:02:00,57.98,43.4,45.4,51.4,48.22
2025-05-29 14:03:00,46.45,43.0,44.0,45.4,44.28
2025-05-29 14:04:00,47.0,43.2,44.0,45.2,44.31
2025-05-29 14:05:00,51.67,43.2,44.6,49.2,46.27
2025-05-29 14:06:00,57.36,45.8,48.0,51.2,49.08
2025-05-29 14:07:00,64.79,44.0,45.2,58.4,53.36
2025-05-29 14:08:00,56.95,44.6,48.2,53.6,50.14
2025-05-29 14:09:00,58.64,48.6,51.4,55.8,52.79
2025-05-29 14:10:00,70.24,47.0,54.2,66.0,61.35
2025-05-29 14:11:00,70.22,53.4,61.4,67.0,63.23
2025-05-29 14:12:00,63.95,47.2,57.6,61.6,58.27
2025-05-29 14:13:00,60.61,45.6,49.8,55.2,51.87
2025-05-29 14:14:00,60.47,43.4,50.2,56.6,52.67
2025-05-29 14:15:00,65.02,47.0,49.6,56.0,53.51
2025-05-29 14:16:00,55.84,48.8,50.6,53.2,51.22
2025-05-29 14:17:00,65.95,49.2,51.8,55.2,53.85
2025-05-29 14:18:00,63.16,50.0,52.2,56.8,54.12
2025-05-29 14:19:00,57.05,47.2,49.2,52.6,50.26
2025-05-29 14:20:00,64.53,46.8,55.4,60.2,56.92
2025-05-29 14:21:00,66.53,53.2,59.8,63.0,60.17
2025-05-29 14:22:00,62.89,46.6,52.4,57.8,54.27
2025-05-29 14:23:00,62.63,45.4,52.4,58.6,54.61
2025-05-29 14:24:00,59.08,45.6,50.4,53.6,51.32
2025-05-29 14:25:00,60.83,44.2,52.2,57.4,53.97
2025-05-29 14:26:00,61.79,44.4,49.4,54.4,51.55
2025-05-29 14:27:00,56.58,43.4,46.8,52.8,49.22
2025-05-29 14:28:00,57.03,43.6,46.2,54.0,49.12
2025-05-29 14:29:00,65.61,47.6,54.6,60.2,57.03
2025-05-29 14:30:00,59.1,46.8,50.2,55.8,52.05
2025-05-29 14:31:00,58.0,45.6,50.4,53.6,51.22
2025-05-29 14:32:00,64.29,46.8,50.8,56.8,53.63
2025-05-29 14:33:00,57.41,48.2,52.2,55.4,52.77
2025-05-29 14:34:00,64.76,48.4,54.2,59.6,56.17
2025-05-29 14:35:00,58.56,46.6,50.6,55.0,51.97
2025-05-29 14:36:00,56.61,46.6,50.2,54.6,51.56
